playlist_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
127,0.3141,0.7264999999999999,0.675,0.000715,0.09190000000000001,-4.3955,0.09259999999999999,92.9765,0.8315,82.0
128,0.1226,0.702,0.6525000000000001,0.0,0.22249999999999998,-5.79,0.0472,135.6875,0.5735,52.0
129,0.13072276470588237,0.6145294117647059,0.7991764705882353,0.002949249411764706,0.24418235294117643,-6.989647058823529,0.04705294117647059,127.12405882352941,0.679764705882353,77.11764705882354
130,0.2708506565217391,0.5541304347826087,0.5495130434782609,0.07473321826086957,0.24243913043478263,-8.80304347826087,0.04652173913043479,117.23308695652173,0.5197391304347826,69.65217391304348
131,0.22379152631578947,0.549,0.6820526315789474,0.00019564473684210526,0.14283684210526315,-5.760842105263158,0.043457894736842105,125.66536842105262,0.42118421052631577,73.6842105263158
132,0.0141,0.745,0.714,0.0222,0.363,-3.681,0.0751,104.003,0.365,64.0
134,0.21271214285714285,0.7197142857142858,0.6636428571428572,8.811142857142857e-05,0.16003571428571428,-5.350357142857143,0.12589999999999998,106.29085714285713,0.6595000000000001,77.78571428571429
135,0.04057040588235294,0.43441176470588233,0.7703529411764706,0.0025447952941176468,0.21494117647058822,-6.788529411764706,0.058447058823529414,123.5070588235294,0.44607647058823524,72.52941176470588
136,0.0957,0.7248,0.6974,0.000141686,0.23077999999999999,-6.346,0.256,121.09580000000001,0.646,70.6
137,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,0.276,74.0
138,0.30629333333333336,0.5466666666666667,0.592,0.006691233333333334,0.10436666666666666,-8.516,0.03763333333333333,124.94733333333333,0.5536666666666666,68.33333333333333
140,0.538,0.47225,0.19395,0.17501874999999997,0.10527500000000001,-15.68975,0.0309,121.3305,0.198125,67.0
141,0.312,0.388,0.66,0.000307,0.0943,-7.372,0.0308,143.554,0.401,62.0
142,0.0227799375,0.571,0.8605,0.06716625875,0.242375,-5.501375,0.06875,136.41899999999998,0.492125,57.5
143,0.15623333333333334,0.7719999999999999,0.672,0.0,0.12753333333333333,-5.261,0.15313333333333332,136.36933333333334,0.307,78.66666666666667
144,0.6983333333333333,0.6196666666666667,0.4084666666666667,0.032579333333333335,0.11599999999999999,-10.449666666666667,0.03366666666666667,142.91566666666668,0.5876666666666667,67.66666666666667
145,0.16897049629629632,0.488,0.7208518518518519,0.03814157370370371,0.22043333333333331,-8.095074074074075,0.08261851851851852,121.83229629629629,0.49977777777777777,77.70370370370371
146,0.0801200794117647,0.5066764705882353,0.8292941176470587,0.006942580588235294,0.22120588235294117,-4.311117647058824,0.0880264705882353,142.06170588235295,0.47429411764705887,70.79411764705883
147,0.19856666666666667,0.6516666666666667,0.731,0.00032526666666666664,0.11313333333333335,-5.247,0.0318,115.98200000000001,0.8123333333333332,69.33333333333333
148,0.05642976470588235,0.5995882352941176,0.7858235294117647,0.013341306470588236,0.2666058823529412,-5.511823529411764,0.05948235294117648,116.28835294117647,0.5391764705882354,72.70588235294117
150,0.1099857894736842,0.6354736842105263,0.7484736842105263,2.9868421052631582e-05,0.20209473684210524,-5.592421052631579,0.07231578947368422,124.91473684210527,0.5655789473684211,77.36842105263158
151,0.623875,0.53525,0.396525,0.0004006125,0.11725,-11.20275,0.0349,107.633125,0.423875,71.25
152,0.105316,0.588125,0.80275,0.010815799375,0.176225,-4.3048125,0.0509125,124.0943125,0.56521875,79.25
153,0.8055,0.56,0.241,0.000655,0.1686,-9.9675,0.032799999999999996,98.4685,0.3385,67.0
